000043	1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
002911	1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
002897	1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
002895	1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
002888	1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
002883	1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
002878	1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
002877	1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
002874	1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
002872	1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
002863	1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2008_008547	1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
002824	1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2008_008550	1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
002781	1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
002761	1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
002750	1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
002748	1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2008_008600	1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
002742	1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
002726	1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2008_008624	1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
002918	1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
002700	1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2008_008444	1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
002981	1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
003298	1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
003295	1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
003263	1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2008_008272	1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
003252	1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
003234	1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
003226	1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
003225	1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
003197	1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
003191	1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
003172	1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
003167	1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2008_008335	1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
003132	1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
003104	1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
003091	1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
003079	1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
003036	1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
003035	1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
003026	1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
003018	1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
002972	1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
002687	1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
002673	1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
002671	1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
002295	1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
002262	1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
002250	1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
002211	1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2009_000183	1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
002195	1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
002164	1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
002097	1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2009_000253	1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
002087	1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
002079	1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
002077	1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
002065	1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2009_000291	1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
002016	1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
002010	1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2009_000322	1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2009_000337	1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
001993	1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
001986	1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
001979	1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2009_000128	1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
002296	1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2009_000102	1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
002344	1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
