2010_005467	1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
007037	0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
2009_005126	0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
2009_004317	0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
2008_002328	1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
2010_005093	0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
2008_003478	1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
2009_003005	0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
000836	1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
003193	1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
002601	0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
007013	0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
2010_002770	1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
001568	0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
2010_005860	0 1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0
2008_007998	0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0
2008_006874	1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
2008_001007	1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
2010_001431	1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
2008_006700	0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
001502	1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
003436	1 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0
2008_008659	1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
2009_004108	0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
2008_005914	0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
004893	1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
007643	0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
005526	1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
006737	1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
002321	0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
2009_001435	0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
001452	1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
2009_002123	1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
007555	0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
008660	0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
2010_000806	1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
002767	1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
2008_003205	1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
2008_000585	0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
000267	0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
000565	0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
003081	1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
2008_004433	0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
006704	0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
004192	0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
2008_005085	0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
003307	0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
006624	1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
2008_004910	0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
2009_002638	0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
2008_003838	0 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
2008_004348	0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
006742	1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
004151	0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
2010_000773	1 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0
009457	0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
007171	0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
2008_001119	1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
006323	0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
003037	0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
2009_000719	1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
2008_005668	0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
2008_004138	0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
2009_002320	0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
2010_001367	1 0 0 0 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0
003941	0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
009446	0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
2009_002967	0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
007152	0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
009408	0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
2008_002240	0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
000467	1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
2011_002413	1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
2008_007421	1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
004624	0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
001666	0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
2010_005022	0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
001624	1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
2010_004766	0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
2009_004869	1 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
2008_004476	1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
2010_001540	0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
006814	0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
2008_002547	0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
2008_000145	0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0
009905	0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
2009_001850	0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
2011_001876	0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
2008_002047	1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
2008_008732	0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
000991	1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
2008_005217	0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
003305	1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
003538	1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
006618	1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
2009_005292	0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
002666	0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
2011_001671	0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
2009_001000	1 0 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0
005999	0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
2010_004247	0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
2008_003108	1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
008065	0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
007096	0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
005948	1 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
2009_003799	0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
007267	1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
2010_001119	1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
009689	0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
2009_002957	0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
005673	0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
003734	1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
2008_001704	0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
009600	1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
004694	1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
009192	0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
2010_002734	0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
005435	0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
2011_000061	0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
002080	0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
004051	1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
2008_005847	0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
2008_003435	0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
2011_002350	0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
2008_006433	1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
