2009_001475	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
2010_001548	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
2008_007635	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
2008_000148	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
001191	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
002887	0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0
002627	0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0
000841	0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
2009_001826	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
2008_005761	1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
005719	1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
006217	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
009782	1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0
2011_000364	0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0
2010_001785	1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0
003264	0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
2009_004298	0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
004167	1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
003442	0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0
2009_000709	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
003862	0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
2011_000608	0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0
2008_002362	1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0
2010_002461	1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
2009_000027	0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
006663	1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
2009_002253	0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
2010_000938	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
2008_003094	1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
2010_004499	1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
002254	1 0 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
009092	1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
2010_003252	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
2011_000556	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
003705	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
2008_006554	1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
2008_001652	1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
007455	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
2009_000768	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
2010_004178	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
2009_003154	1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0
2011_001079	1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
005022	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
2008_004271	0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
2008_005570	1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
2009_003605	0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
2009_001734	1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
009015	0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
2010_000165	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
2008_001820	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
2008_005323	1 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
004590	1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
2009_004732	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
2008_008635	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
2010_005416	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
003411	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
000554	1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
2009_000557	0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
2009_004687	0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
2008_004492	1 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
2009_004786	1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
005319	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
2010_006073	0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
002392	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
2009_004091	0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
002683	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
005418	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
004635	0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0
005104	0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0
2010_000691	1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
002021	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
007373	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
008486	0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0
2009_003732	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
2009_004188	1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
009771	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
2008_006483	0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
002605	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
004174	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
002389	0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
2010_002821	1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
2008_007356	1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
2011_001001	1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0
2009_001775	0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0
008264	1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
2009_002759	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
2009_001888	0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0
003163	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
001176	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
2011_001424	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
004857	1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
001563	1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0
009347	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
2009_004706	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
005055	0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
001204	0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
2010_001364	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
2008_007334	1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
2011_001167	0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0
2011_002542	1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0
001598	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
009912	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
2009_000563	1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
002593	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
2008_005526	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
006727	1 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0
004944	1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
007859	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
2010_002605	0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0
2008_006192	0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0
005876	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
002313	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
008145	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
2009_001873	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
2009_001146	0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
2009_004768	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
2008_005959	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
2011_001404	0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0
000349	0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0
2010_002518	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
009685	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
2010_000174	1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
2011_002614	1 0 0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0
2009_004180	0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
2008_007692	1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
008103	1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
2008_008428	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
2009_003671	0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0
2010_002877	1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
009163	0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
2010_001763	0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
005098	0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0
2009_000379	1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
005916	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
003669	1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
2008_006481	0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0
2008_000919	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
2011_002606	1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
004607	0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
006491	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
001614	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
003947	0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0
2010_005770	0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
2010_002899	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
2011_000932	1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
000965	0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
2009_002203	1 1 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 1 0 0
002695	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
2009_001357	0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0
2011_000655	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
2009_001949	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
2010_001579	1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
002018	1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0
004838	0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
007862	1 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0
005961	1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
008343	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
2009_001215	1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
2009_001289	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
003063	1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
2009_001236	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
001438	1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
2008_006496	1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
2008_002709	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
2009_003759	0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
2008_000669	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
003498	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
2011_001110	0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
2009_003460	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
002764	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
005661	0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
006841	1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
2008_004841	1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
2010_005457	0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
000994	0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0
002811	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
002501	1 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
004669	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
